"ANSWER","ID","SIZE"
"Battle of Monte Cassino","10825","2"
"Compton wavelength","10826","2"
"Ash Wednesday","10827","3"
"Art Tatum","10828","2"
"Joseph Wright of Derby","10829","2"
"Cloaca Maxima","10830","2"
"symbols","10831","3"
"differentiable","10832","6"
"Seville","10833","2"
"Arcangelo Corelli","10834","4"
"mast cells","10835","2"
"Battle of Marengo","10836","3"
"Gabriel Faures Requiem","10837","2"
"mystery plays","10838","2"
"Edward Heath","10839","2"
"Thomas Hooker","10840","2"
"positivism","10841","2"
"Baal Shem Tov","10842","2"
"Cesar Vallejo","10843","3"
"Sima Guang","10844","2"
"Wolfgang Amadeus Mozarts piano concertos","10845","2"
"Khepri","10846","2"
"planetary rings","10847","2"
"Chicago Police Department","10848","4"
"Adrienne Rich","10849","2"
"Catherine of Aragon","10850","2"
"Taklamakan Desert","10851","2"
"May Day","10852","2"
"White Crucifixion","10853","3"
"compression","10854","4"
"Jean-Michel Basquiat","10855","2"
"adenosine","10856","2"
"trials of Oscar Wilde","10857","3"
"zoning","10858","2"
"Battleship Potemkin","10859","3"
"Catholic Emancipation","10860","2"
"Edmond Dants","10861","2"
"Shango","10862","2"
"Offred","10863","2"
"Einojuhani Rautavaara","10864","2"
"Fergana Valley","10865","4"
"spin glasses","10866","3"
"The Ship of Fools","10867","3"
"racemic mixture","10868","2"
"The End of the Affair","10869","2"
"Stokes parameters","10870","2"
"Nowruz","10871","2"
"Elizabeth of Russia","10872","2"
"Foxconn","10873","2"
"osteoporosis","10874","2"
"Zephyrus","10875","4"
"Hindu temples","10876","4"
"attitudes","10877","3"
"gauge transformation","10878","2"
"Manannan mac Lir","10879","3"
"cratons","10880","2"
"Zulfikar Ali Bhutto","10881","3"
"Jacopo Pontormo","10882","2"
"Vertumnus","10883","3"
"Kansas City Missouri","10884","3"
"Lindisfarne","10885","4"
"Burgers Daughter","10886","3"
"speeches of Winston Churchill","10887","2"
"Martin","10888","2"
"the devil","10889","2"
"perovskite","10890","3"
"Robert Jackson","10891","2"
"Dirichlet distribution","10892","2"
"riboswitches","10893","2"
"Seleucid dynasty","10894","2"
"Guru Nanak","10895","2"
"Anish Kapoor","10896","5"
"Kitchen God","10897","2"
"Blackbodies","10898","2"
"Washington Capitals","10899","3"
"Jared Diamond","10900","3"
"Frederico Garcia Lorca","10901","3"
"HSV","10902","2"
"Rick Santorum","10903","2"
"Sidney Lanier","10904","2"
"whiteness","10905","3"
"Merce Cunningham","10906","3"
"pottery","10907","3"
"The Daring Young Man on the Flying Trapeze","10908","2"
"George II","10909","2"
"dispersion relations","10910","2"
"Numa Pompilius","10911","2"
"parrots","10912","3"
"Gurkhas","10913","2"
"Elliott Carter","10914","2"
"chaperones","10915","2"
"Audre Lorde","10916","2"
"Husayn ibn Ali","10917","3"
"Pyotr Ilych Tchaikovsky","10918","2"
"voltammetry","10919","2"
"Jose Rizal","10920","2"
"Kingdom of France","10921","3"
"Aristide Briand","10922","2"
"Roberto Bolao","10923","2"
"The Battle of Algiers","10924","2"
"Roger Sherman","10925","2"
"Jasper Johns","10926","3"
"Hugo von Hofmannsthal","10927","2"
"Battle of Chacabuco","10928","2"
"grain","10929","2"
"shipwrecks","10930","6"
"Amarna","10931","2"
"Bob Marley","10932","2"
"symphonies of Jean Sibelius","10933","2"
"price discrimination","10934","2"
"The Gambler","10935","2"
"Birth of the Cool","10936","3"
"Typee A Peep at Polynesian Life","10937","2"
"Sandinistas","10938","2"
"The Organization Man","10939","2"
"The Gateless Gate","10940","2"
"Antonia Susan Byatt","10941","2"
"Ernst Kirchner","10942","2"
"Bashar al-Assad","10943","2"
"Edgard Varse","10944","2"
"The Drunken Boat","10945","3"
"Kanem-Bornu Empire","10946","2"
"Derek Parfit","10947","3"
"glutathione","10948","3"
"The Americans","10949","3"
"Bletchley Park","10950","3"
"Cameroon","10951","3"
"Isamu Noguchi","10952","3"
"William Labov","10953","3"
"Ivan Bunin","10954","2"
"Carloman","10955","2"
"Jerzy Kosinski","10956","2"
"Zambia","10957","2"
"Reichstag building","10958","4"
"accretion disks","10959","3"
"Amy Lowell","10960","5"
"Montgomery Bus Boycott","10961","2"
"Susanna and the Elders","10962","2"
"Venustiano Carranza","10963","3"
"Funes the Memorious","10964","4"
"No Longer at Ease","10965","3"
"TreatyPeace of Westphalia","10966","2"
"Diamagnetism","10967","2"
"Michaelis-Menten equation","10968","3"
"Free French Forces","10969","3"
"Enoch","10970","3"
"Alexander Lukashenko","10971","2"
"Catholic emancipation","10972","2"
"kaons","10973","2"
"Ascanius","10974","3"
"Comanche","10975","2"
"the piano from The Piano Lesson","10976","2"
"Belisarius","10977","4"
"Manco Capac","10978","2"
"El Lissitzky","10979","2"
"Jacob Leisler","10980","2"
"Maronites","10981","2"
"April","10982","3"
"Hojo clan","10983","2"
"Stasi","10984","2"
"John the Savage","10985","3"
"Congo Free State","10986","5"
"Ave Maria","10987","3"
"Shawnee","10988","4"
"cytoskeleton","10989","2"
"Gregory Bateson","10990","5"
"guitars","10991","5"
"geoid","10992","2"
"Bayezid","10993","2"
"E-flat major","10994","4"
"forgetting","10995","3"
"periodic","10996","4"
"Wilson","10997","2"
"Iron","10998","5"
"Giovanni Pierluigi de Palestrina","10999","2"
"1Q84","11000","3"
"platyhelminthes","11001","4"
"sea ice","11002","2"
"Karl Gunnar Myrdal","11003","2"
"A Coney Island of the Mind","11004","4"
"Memphis Tennessee","11005","4"
"Pythagoras of Samos","11006","4"
"Johannes Rydberg","11007","2"
"Giovanni Battista Piranesi","11008","2"
"Liberal Party of Australia","11009","3"
"Critique of Judgment","11010","3"
"Civil Rights Act of 1964","11011","2"
"Antoni Gaudi i Cornet","11012","3"
"The Lake Isle of Innisfree","11013","2"
"Copper","11014","2"
"Muon","11015","2"
"House of Aviz","11016","3"
"Q source","11017","2"
"Mary I of England","11018","2"
"The Civilization of the Renaissance in Italy","11019","2"
"Battle of Leyte Gulf","11020","2"
"Antwerp","11021","2"
"James William Fulbright","11022","2"
"Hoovervilles","11023","2"
"Degenerate Art Exhibition","11024","2"
"liberal","11025","5"
"Battle of Leuctra","11026","4"
"cloud","11027","2"
"houses","11028","8"
"Germinal","11029","3"
"Holy Sonnets","11030","4"
"the Serengeti Plain","11031","2"
"Hernando de Soto","11032","2"
"Brutalism","11033","2"
"Key West","11034","3"
"cosmonauts","11035","4"
"Baghdad Iraq","11036","2"
"Battle of Crcy","11037","3"
"degenerate","11038","4"
"Federal Republic of Somalia","11039","6"
"Britannia","11040","2"
"Union of the Comoros","11041","2"
"Change","11042","2"
"Hamiltonian operator","11043","2"
"Mars Being Disarmed by Venus and the Three Graces","11044","2"
"Roosevelt","11045","4"
"The Ministers Black Veil","11046","2"
"Umberto I","11047","2"
"Bernard Lewis","11048","2"
"Cathedral","11049","3"
"wrestling","11050","5"
"Streptococcus","11051","4"
"tarantella","11052","2"
"Nip the Buds Shoot the Kids","11053","3"
"Juan Manuel de Rosas","11054","3"
"Abe Fortas","11055","3"
"The Frieze of Life","11056","2"
"The White Stripes","11057","2"
"cultures","11058","2"
"Institute for Advanced Study","11059","2"
"The Archaeology of Knowledge","11060","2"
"Cambridge","11061","3"
"Spartacus League","11062","2"
"Letters to a Young Poet","11063","2"
"USS Panay Incident","11064","2"
"Bhagavad Gita","11065","5"
"Jnos Kdr","11066","2"
"Paul Tillich","11067","3"
"adder","11068","2"
"Some Like It Hot","11069","2"
"The Elementary Forms of the Religious Life","11070","2"
"Fargo","11071","4"
"Bayer AG","11072","2"
"laser cooling","11073","2"
"Chechnya","11074","3"
"The Education of Henry Adams","11075","2"
"muon","11076","2"
"John Ronald Reuel Tolkien","11077","2"
"Minoan Civilization","11078","3"
"runes","11079","3"
"William of Orange","11080","3"
"Mount McKinley","11081","2"
"scattering amplitude","11082","2"
"Saint Bonaventure of Bagnoregio","11083","2"
"An Lushan rebellion","11084","2"
"Lana Del Rey","11085","2"
"vultures","11086","2"
"perfect numbers","11087","4"
"Croesus","11088","4"
"chloride","11089","2"
"Rainer Ludwig Claisen","11090","4"
"mothers","11091","4"
"Isolde","11092","3"
"Manila","11093","4"
"positive","11094","2"
"virtues","11095","2"
"the Black Death","11096","3"
"conduction","11097","2"
"Samson Agonistes","11098","3"
"mutiny","11099","2"
"Richard Allen Posner","11100","2"
"Abu Bakr","11101","3"
"Lisztomania","11102","2"
"Commodus","11103","2"
"Andrew Mellon","11104","3"
"American flag","11105","2"
"albatrosses","11106","2"
"hydrothermal vents","11107","2"
"Feynman diagrams","11108","2"
"Peter Gustav Lejeune Dirichlet","11109","2"
"turtles","11110","6"
"mixing","11111","3"
"social groups","11112","2"
"reaction rate constant","11113","4"
"News of the World","11114","2"
"the Soviet Union","11115","3"
"Slouching Towards Bethlehem","11116","3"
"Simon Denis Poisson","11117","2"
"Nosferatu","11118","2"
"Grace","11119","2"
"big G","11120","2"
"Kidnapped","11121","4"
"minarets","11122","2"
"tetrahedral","11123","5"
"Jamaica Kincaid","11124","4"
"New York State","11125","2"
"Scheherezade","11126","2"
"Anansi","11127","6"
"Manchus","11128","2"
"rocks","11129","3"
"The Creation of Adam","11130","2"
"dArtagnan","11131","4"
"conjugation","11132","4"
"Armenians","11133","6"
"Kabbalah","11134","3"
"phase diagram","11135","2"
"finite","11136","3"
"philosophers","11137","3"
"table salt","11138","3"
"Cory Anthony Booker","11139","2"
"excommunication","11140","2"
"Henryk Gorecki","11141","2"
"The Feminine Mystique","11142","3"
"Margaret","11143","2"
"Mohamed Morsi","11144","2"
"White Dwarf","11145","2"
"knight","11146","2"
"the Brandenburg Concertos","11147","2"
"the Rwandan genocide","11148","2"
"Roman Egypt","11149","2"
"Battle of Okinawa","11150","2"
"Shinzo Abe","11151","4"
"American Buffalo","11152","4"
"Greek Civil War","11153","3"
"genetic algorithms","11154","4"
"obsidian","11155","7"
"Pareto optimality","11156","3"
"Hindu weddings","11157","2"
"Camille Paglia","11158","5"
"The Battle of San Romano","11159","3"
"muscle tissue","11160","2"
"melting point","11161","4"
"decapitation","11162","2"
"Miami Florida","11163","3"
"Mephistopheles","11164","4"
"kernel","11165","2"
"wheels","11166","2"
"Heraclitus of Ephesus","11167","5"
"F","11168","2"
"a prison","11169","2"
"daffodils","11170","5"
"squares","11171","3"
"The Mute Girl of Portici","11172","2"
"South Island","11173","5"
"clocks","11174","7"
"the little prince","11175","2"
"5","11176","3"
"the Library of Babel","11177","3"
"mental hospitals","11178","2"
"Gore","11179","2"
"the Milky Way galaxy","11180","2"
"Medical Doctors","11181","2"
"childbirth","11182","5"
"Zarathustra","11183","4"
"inflation rate","11184","4"
"permutation","11185","3"
"The Bells","11186","2"
"President of South Korea","11187","3"
"economic inequality","11188","3"
"A Man For All Seasons","11189","2"
"gamma rays","11190","4"
"Black and Tans","11191","2"
"purines","11192","2"
"The Well-Tempered Clavier","11193","5"
"Roberto Bolao Avalos","11194","2"
"Proteus","11195","4"
"Christians","11196","2"
"Transfigured Night","11197","2"
"Galois groups","11198","2"
"graffiti","11199","3"
"The Bridge of San Luis Rey","11200","2"
"the Holocaust","11201","8"
"October Revolution","11202","3"
"Houses of Parliament","11203","3"
"Mother Courage","11204","3"
"Franklin","11205","2"
"odes by John Keats","11206","2"
"Dizzy Gillespie","11207","3"
"regular expressions","11208","2"
"bananas","11209","11"
"Nelson Aldrich Rockefeller","11210","2"
"James Tobin","11211","2"
"Joan","11212","2"
"Harry Houdini","11213","3"
"Chicago Cubs","11214","2"
"King of Thailand","11215","3"
"Cesare Lombroso","11216","2"
"IBM","11217","2"
"The Indian Burying Ground","11218","2"
"Rajiv Gandhi","11219","4"
"togas","11220","2"
"University of Notre Dame","11221","2"
"Gettier problems","11222","2"
"bremsstrahlung","11223","3"
"fixed point","11224","2"
"We Real Cool","11225","3"
"Huygens Principle","11226","2"
"Sir Roger Penrose","11227","2"
"Suriname","11228","4"
"Matilda","11229","4"
"zaibatsu","11230","2"
"Mean Girls","11231","3"
"differentiation","11232","4"
"dark","11233","3"
"paper","11234","8"
"freezing","11235","4"
"Zulu Kingdom","11236","4"
"semantics","11237","2"
"Sonny Rollins","11238","3"
"The Life and Death of King John","11239","2"
"cantatas by Johann Sebastian Bach","11240","2"
"Michelle Cliff","11241","2"
"mazes","11242","2"
"snake handling","11243","2"
"Cincinnati Ohio","11244","3"
"Troilus and Cressida","11245","2"
"organ","11246","2"
"The Death of Ivan Ilyich","11247","3"
"The Scarlet Pimpernel","11248","2"
"Second Battle of Tannenberg","11249","3"
"Heinrich Bll","11250","3"
"mean value theorem","11251","2"
"Arsenal FC","11252","2"
"Angela Carter","11253","5"
"Space Shuttle","11254","2"
"Jean-Louis Andr Thodore Gricault","11255","4"
"Der Ring des Nibelungen","11256","2"
"Pauline Epistles","11257","2"
"moons of Jupiter","11258","2"
"United Kingdom of Great Britain and Ireland","11259","2"
"apples","11260","6"
"Gabriel Jos de la Concordia Garca Mrquez","11261","2"
"Bah Faith","11262","8"
"John James Marshall","11263","2"
"Vatican City State","11264","2"
"unicorns","11265","2"
"Scottish independence","11266","2"
"USS Constitution","11267","2"
"matrices","11268","4"
"Vanity Fair A Novel Without A Hero","11269","2"
"Candide ou lOptimisme","11270","3"
"absolute temperature","11271","4"
"Ashoka Maurya","11272","4"
"Greek language","11273","2"
"origami","11274","2"
"Edward Joseph Snowden","11275","2"
"Bronisaw Kasper Malinowski","11276","3"
"Holy Trinity","11277","2"
"Dulce et Decorum est","11278","2"
"tangent","11279","5"
"McDonalds Corporation","11280","3"
"Mustafa Kemal Atatrk","11281","4"
"George IV","11282","5"
"Francisco Jos de Goya y Lucientes","11283","2"
"Gunga Din","11284","2"
"Aspirin","11285","2"
"Latin squares","11286","2"
"macular degeneration","11287","2"
"Anthony Comstock","11288","3"
"constitutions","11289","2"
"critical mass","11290","2"
"olive oil","11291","2"
"Bonnie and Clyde","11292","2"
"Roman slave revolts","11293","2"
"Basil","11294","2"
"Justin Smith Morrill","11295","2"
"Hamilton-Jacobi equation","11296","2"
"Marlon Brando","11297","2"
"Albion","11298","2"
"Dwight D Eisenhower","11299","5"
"genetic recombination","11300","3"
"Carl Theodor Dreyer","11301","2"
"fishing","11302","4"
"Sofonisba Anguissola","11303","3"
"Pierre Duhem","11304","2"
"How To Do Things With Words","11305","3"
"Queen of Sheba","11306","2"
"Huey Long Jr","11307","2"
"particle size","11308","2"
"Second Battle of El Alamein","11309","2"
"Queen Victoria","11310","5"
"Mariano Azuela","11311","3"
"lectins","11312","2"
"Winter of Discontent","11313","2"
"Dziga Vertov","11314","2"
"Bliss","11315","6"
"Margarita","11316","2"
"playing poker","11317","2"
"meristem","11318","2"
"nuclear shell model","11319","2"
"Cato Street Conspiracy","11320","3"
"Hugh Capet","11321","2"
"Paul Signac","11322","2"
"Emmanuel Levinas","11323","2"
"The Princess Casamassima","11324","2"
"Samuel Phillips Huntington","11325","3"
"Barchester Towers","11326","2"
"Jane Addams","11327","3"
"Seize the Day","11328","2"
"Chagatai Khanate","11329","2"
"Draupadi","11330","3"
"Culture and Anarchy","11331","3"
"Seven Types of Ambiguity","11332","2"
"funeral march","11333","3"
"Robert Musil","11334","2"
"nitrous oxide","11335","2"
"Consciousness Explained","11336","2"
"The Crucifixion of Jesus Christ","11337","2"
"Xenopus","11338","2"
"Don Pasquale","11339","3"
"An Alpine Symphony","11340","2"
"Polybius","11341","2"
"natural selection","11342","2"
"Kate Millett","11343","2"
"Substance P","11344","2"
"The Crime of Sylvester Bonnard","11345","2"
"Concordat of Worms","11346","2"
"The Gift","11347","4"
"Henri Christophe","11348","3"
"Theodor Ludwig Wiesengrund Adorno","11349","2"
"Cane","11350","2"
"The Death of Klinghoffer","11351","2"
"Essex Junto","11352","2"
"Sunstone","11353","3"
"Tisha BAv","11354","2"
"Vasa","11355","2"
"Our Mutual Friend","11356","2"
"The Dwarf","11357","3"
"Vistula River","11358","2"
"Mossbauer Effect","11359","2"
"the Jade Emperor","11360","2"
"Treaty of Shimonoseki","11361","2"
"Kerr effect","11362","2"
"homosexuality","11363","7"
"Harold","11364","4"
"excitons","11365","2"
"Bithynia","11366","2"
"Giordano Bruno","11367","2"
"Toulouse","11368","2"
"The School for Wives","11369","3"
"Samuel Chase","11370","2"
"cornea","11371","2"
"optimization","11372","3"
"Robert Southey","11373","2"
"The Critic","11374","3"
"Battle of Pavia","11375","5"
"The Dinner Party","11376","2"
"Persuasion","11377","3"
"Henry Stimson","11378","4"
"President of the Republic of Texas","11379","2"
"Fur Traders Descending the Missouri","11380","2"
"play","11381","6"
"A Heartbreaking Work of Staggering Genius","11382","2"
"Black Hawk War","11383","3"
"Edman degradation","11384","2"
"Wolf Hall","11385","2"
"adjectives","11386","2"
"Cape Colony","11387","2"
"MacFlecknoe","11388","2"
"Hammer v Dagenhart","11389","2"
"Phoenicians","11390","5"
"Der Spiegel","11391","2"
"Bill Cosby","11392","3"
"Kuomintang","11393","3"
"Maximilian I","11394","3"
"Persian Empire","11395","3"
"Potosi","11396","3"
"Henry Clay Frick","11397","2"
"Ishmael Reed","11398","2"
"Charles","11399","6"
"Knights of the Golden Circle","11400","3"
"President of Venezuela","11401","2"
"Joseph Alois Schumpeter","11402","2"
"Lord Dunmore","11403","2"
"ETA","11404","3"
"Pastry War","11405","2"
"atomic bombs","11406","2"
"the trial of Socrates","11407","3"
"Haile Selassie","11408","2"
"Louis Dembitz Brandeis","11409","2"
"Linear B","11410","2"
"Street Fighter","11411","2"
"Kashmir","11412","3"
"the Virgin Mary","11413","5"
"radiometric dating","11414","2"
"fathers","11415","2"
"Queensland Australia","11416","2"
"Miguel de Cervantes","11417","2"
"Kim Il-sung","11418","2"
"President of Mexico","11419","6"
"Beyond Good and Evil A Prelude to a Philosophy of the Future","11420","2"
"Billy Wilder","11421","2"
"larynx","11422","3"
"caffeine","11423","3"
"Back to the Future","11424","2"
"Conservative and Unionist Party","11425","2"
"Heinrich Faust","11426","2"
"aircraft carriers","11427","2"
"Gabriel Garca Mrquez","11428","8"
"collage","11429","2"
"binomial","11430","2"
"lactation","11431","2"
"Doctor Who","11432","3"
"Tuskegee Institute","11433","2"
"Haitian Revolution","11434","2"
"Sudan","11435","6"
"Philadelphia Phillies","11436","2"
"thrones","11437","3"
"expansion of the universe","11438","2"
"thoracic diaphragm","11439","3"
"The Federal Reserve System","11440","2"
"Thirteen Ways of Looking at a Blackbird","11441","6"
"Pharaohs","11442","2"
"intermolecular forces","11443","3"
"Nelson Mandela","11444","9"
"firemen","11445","2"
"creation of the world","11446","5"
"Daft Punk","11447","3"
"spectral lines","11448","2"
"Jackson","11449","3"
"language","11450","4"
"Virgin Mary","11451","3"
"Grand Canyon National Park","11452","2"
"staining","11453","2"
"Mayflower Compact","11454","2"
"grammatical gender","11455","2"
"convolution","11456","4"
"laughter","11457","2"
"Kit Carson","11458","3"
"quinine","11459","2"
"Ernest Nagel","11460","2"
"Asgard","11461","2"
"Liberal Party","11462","3"
"textile industry","11463","2"
"calcium ion","11464","2"
"ovary","11465","4"
"John Cage Jr","11466","2"
"Chinese New Year","11467","5"
"skull","11468","3"
"winter","11469","3"
"aspirin","11470","4"
"Cosmic Microwave Background Radiation","11471","5"
"Count Dracula","11472","3"
"United States presidential election of 1992","11473","2"
"Roman roads","11474","3"
"weaving","11475","4"
"woodcuts","11476","2"
"Elizabeth Bennet","11477","2"
"embryonic stem cells","11478","3"
"confession","11479","4"
"Ian Russell McEwan","11480","2"
"the Rubaiyat of Omar Khayyam","11481","3"
"Second Opium War","11482","2"
"Anwar Sadat","11483","4"
"king of Rome","11484","2"
"Mark Antonys funeral","11485","2"
"bows","11486","3"
"Wall Street","11487","5"
"square","11488","2"
"Andrew Lloyd Webber","11489","2"
"evil","11490","5"
"flamenco","11491","2"
"iterated prisoners dilemma","11492","2"
"Algerian War of Independence","11493","3"
"bow and arrows","11494","2"
"My Fair Lady","11495","5"
"Washington District of Columbia","11496","2"
"sedimentary rocks","11497","2"
"Versailles","11498","2"
"Free State of Bavaria","11499","2"
"algorithms","11500","3"
"Thomas Hunt Morgan","11501","3"
"Felix Mendelssohn Bartholdy","11502","3"
"centroid","11503","3"
"Virgo","11504","2"
"four-color map theorem","11505","2"
"Jeeves","11506","2"
"fracking","11507","3"
"variance","11508","7"
"Fritz Haber","11509","4"
"Stephen Hawking","11510","3"
"differential equations","11511","2"
"Srinivasa Ramanujan","11512","2"
"pearls","11513","3"
"volumetric mass density","11514","2"
"Babylonian Empire","11515","2"
"radio waves","11516","5"
"Frdric Franois Chopin","11517","5"
"Crimean Peninsula","11518","4"
"regular tetrahedron","11519","2"
"luck","11520","2"
"popes","11521","4"
"dots","11522","2"
"canons","11523","3"
"nuns","11524","2"
"Greek alphabet","11525","2"
"Jane","11526","2"
"Space Shuttle Challenger disaster","11527","3"
"columns","11528","2"
"fur trade","11529","2"
"League of Nations","11530","5"
"starch","11531","3"
"concert overtures","11532","2"
"caliph","11533","2"
"The Buddha","11534","2"
"The Godfather","11535","4"
"Opik-Oort Cloud","11536","2"
"Speciation","11537","3"
"Temperature","11538","4"
"Feldspar","11539","2"
"Voltage","11540","3"
"Crystals","11541","2"
"Vowels","11542","2"
"The Most Interesting Man in the World","11543","2"
"Electric Field","11544","3"
"Robert La Follette Sr","11545","2"
"The Calling of Saint Matthew","11546","2"
"Herodotus","11547","2"
"Potential Energy","11548","3"
"Mojave Desert","11549","3"
"Shia","11550","2"
"Rhodesia","11551","3"
"Jean-Philippe Rameau","11552","5"
"Supernovae","11553","2"
"Winds","11554","2"
"Simple Harmonic Oscillators","11555","2"
"Luigi","11556","3"
"Quartz","11557","4"
"Magnetic Field","11558","3"
"Confucianism","11559","4"
"Ho Chi Minh","11560","3"
"Black Holes","11561","4"
"Gravity","11562","2"
"Kinetic Energy","11563","2"
"Great Barrier Reef","11564","2"
"Mohandas Karamchand Gandhi","11565","2"
"Hurricane","11566","2"
"Simon and Garfunkel","11567","3"
"Collagen","11568","2"
"Minecraft","11569","3"
"Great Proletarian Cultural Revolution","11570","2"
"Kurds","11571","6"
"Pop art","11572","4"
"Mantle","11573","2"
"Jorge Francisco Isidoro Luis Borges","11574","2"
"Superconductors","11575","2"
"Peanuts","11576","2"
"HMS Pinafore","11577","3"
"Speed of Light","11578","2"
"Malian Empire","11579","3"
"Pendulums","11580","2"
"Andrew Carnegie","11581","6"
"Neurons","11582","2"
"George Gordon Noel Lord Byron","11583","2"
"Galaxy","11584","2"
"The Good the Bad and the Ugly","11585","2"
"Themistocles","11586","3"
"The Ring of the Nibelung","11587","3"
"Mimicry","11588","2"
"Mahabharata","11589","5"
"David mile Durkheim","11590","3"
"autophagy","11591","4"
"Johann Nepomuk Hummel","11592","2"
"Ino","11593","3"
"Father Charles Edward Coughlin","11594","2"
"Cosine","11595","2"
"Massachusetts Institute of Technology","11596","2"
"Watergate Scandal","11597","3"
"Aeneid","11598","2"
"Dogs","11599","2"
"Capacitors","11600","2"
"Distillation","11601","4"
"Juan Domingo Pern","11602","3"
"Richard P Feynman","11603","2"
"The Rocky Horror Picture Show","11604","2"
"shgun","11605","2"
"Oxidation","11606","2"
"New York City New York","11607","3"
"boiling","11608","3"
"swamps","11609","2"
"atomic radius","11610","2"
"human growth hormone","11611","3"
"circumnavigating the Earth","11612","2"
"rice","11613","6"
"first symphonies","11614","2"
"Election of 1800","11615","4"
"Florence Italy","11616","2"
"heat","11617","6"
"A Separate Peace","11618","2"
"The War of the Worlds","11619","4"
"happiness","11620","4"
"Mongol Empire","11621","4"
"Operation Barbarossa","11622","2"
"doctor","11623","9"
"werewolves","11624","2"
"Francis Ford Coppola","11625","3"
"Everyman","11626","2"
"finding the shortest path","11627","2"
"Algerian War for Independence","11628","2"
"Benjy Compson","11629","2"
"lactose intolerance","11630","2"
"Walter Lippmann","11631","2"
"Howard Hawks","11632","2"
"foreign exchange rates","11633","2"
"Robert Mapplethorpe","11634","2"
"Anu","11635","2"
"gastrulation","11636","4"
"The Man Without Qualities","11637","3"
"density of states","11638","2"
"Rothko Chapel","11639","2"
"King Lears Fool","11640","2"
"bicarbonate ion","11641","3"
"Munster","11642","2"
"Gregory I","11643","2"
"Western Wall","11644","2"
"Orleans","11645","2"
"Berlin airlift","11646","2"
"flutes","11647","4"
"The Blitz","11648","3"
"resurrection","11649","4"
"Galatea","11650","2"
"the Velvet Divorce","11651","2"
"reading from the Torah","11652","2"
"banjo","11653","2"
"Andre Paul Guillaume Gide","11654","2"
"butterflies","11655","2"
"shape-shifting","11656","2"
"R","11657","5"
"sonnets by William Shakespeare","11658","2"
"Independent Self-Governing Trade Union Solidarity","11659","2"
"Marlene Dietrich","11660","2"
"fools","11661","2"
"surfactant","11662","2"
"timpani","11663","4"
"American slavery","11664","2"
"AIDS epidemic","11665","2"
"writing","11666","4"
"Directory","11667","2"
"Seville Spain","11668","2"
"St Louis Missouri","11669","3"
"The Shining","11670","3"
"Marseille","11671","2"
"Hero and Leander","11672","2"
"oil pipelines","11673","2"
"longitude","11674","2"
"Catherine Earnshaw","11675","2"
"eccentricity","11676","2"
"Navajo Nation","11677","2"
"coffee beans","11678","2"
"Viking raids","11679","2"
"George Willard","11680","2"
"The Idea of Order at Key West","11681","3"
"mosaics","11682","7"
"galaxy","11683","3"
"John Galbraith","11684","2"
"Easter Sunday","11685","5"
"serenades","11686","2"
"Flavius Belisarius","11687","3"
"Winter Dreams","11688","2"
"Florentino Ariza","11689","2"
"Ereshkigal","11690","3"
"Republic of Chad","11691","5"
"Clemmensen reduction","11692","3"
"Cartagena Manifesto","11693","2"
"Randall Jarrell","11694","4"
"John Havlicek","11695","2"
"War of the Devolution","11696","2"
"renormalization","11697","2"
"ship","11698","2"
"the Devil","11699","4"
"Yoruba people","11700","2"
"Majapahit Empire","11701","2"
"Thomas","11702","4"
"The Forsyte Saga","11703","2"
"Anne Bronte","11704","2"
"Anti-Masonic Party","11705","2"
"Coventry","11706","3"
"George Saunders","11707","2"
"cosmic scale factor","11708","2"
"Brooklyn Nine-Nine","11709","2"
"cantatas","11710","2"
"Solubility","11711","2"
"A Christmas Carol","11712","3"
"Chairman Mao Zedong","11713","5"
"diagonal","11714","2"
"JK Rowling","11715","3"
"Mayor of Chicago","11716","2"
"Mount St Helens","11717","2"
"Knights of the Ku Klux Klan","11718","2"
"exponentiation","11719","2"
"Dred Scott v Sanford","11720","2"
"Halleys Comet","11721","3"
"bar mitzvah","11722","4"
"area","11723","3"
"Sir Salman Rushdie","11724","3"
"La bohme","11725","3"
"battery","11726","2"
"category theory","11727","3"
"sand","11728","8"
"The United Kingdom","11729","2"
"Kingdom of Korea","11730","2"
"Elias Canetti","11731","3"
"Hare Krishna movement","11732","2"
"Battle of Concord","11733","2"
"samurai","11734","4"
"Milwaukee Brewers","11735","2"
"Trail of Tears","11736","4"
"H G Wells","11737","6"
"Leonardo DiCaprio","11738","2"
"color blindness","11739","2"
"Gulf of Mexico","11740","3"
"butler","11741","5"
"vertex","11742","3"
"Paul Reveres Ride","11743","2"
"Amun-Ra","11744","2"
"Valkyries","11745","3"
"C S Lewis","11746","5"
"TRA","11747","2"
"VENUS","11748","2"
"Machu Picchu","11749","4"
"New England Patriots","11750","4"
"marble","11751","3"
"levine","11752","2"
"rand","11753","2"
"quetzalcoatl","11754","2"
"holliday","11755","2"
"north dakota","11756","2"
"scarlet letter","11757","2"
"draft","11758","2"
"le dejeuner dur lherbe","11759","2"
"kant","11760","2"
"moses","11761","2"
"puppet","11762","2"
"brady","11763","2"
"dialectic","11764","2"
"judge","11765","2"
"ISIS","11766","2"
"Nikola Tesla","11767","5"
"Sir Walter Raleigh","11768","2"
"perfect squares","11769","4"
"One Direction","11770","2"
"Esther","11771","3"
"Assassination of William McKinley","11772","2"
"combustion","11773","8"
"Donald Knuth","11774","3"
